PRODUCT_LINE,GENDER,AGE,MARITAL_STATUS,PROFESSION
Personal Accessories,Female,49,Married,Other
Personal Accessories,Female,24,Single,Professional
Camping Equipment,Male,43,Married,Trades
Camping Equipment,Male,43,Married,Trades
Personal Accessories,Female,55,Married,Retired
Outdoor Protection,Female,55,Married,Retired
Personal Accessories,Male,18,Single,Student
Personal Accessories,Female,31,Single,Professional
Personal Accessories,Female,37,Married,Sales
Camping Equipment,Female,28,Single,Student
Camping Equipment,Female,28,Single,Student
Camping Equipment,Female,30,Married,Other
Outdoor Protection,Female,30,Married,Other
Camping Equipment,Male,27,Married,Sales
Camping Equipment,Male,27,Married,Sales
Mountaineering Equipment,Female,20,Single,Other
Golf Equipment,Male,41,Married,Trades
Camping Equipment,Male,19,Single,Trades
Camping Equipment,Male,19,Single,Trades
Personal Accessories,Female,49,Married,Sales
Camping Equipment,Female,43,Married,Other
Camping Equipment,Male,34,Married,Professional
Camping Equipment,Male,34,Married,Professional
Golf Equipment,Male,34,Married,Professional
Camping Equipment,Female,26,Married,Retail
Outdoor Protection,Female,26,Married,Retail
Golf Equipment,Male,59,Married,Other
Golf Equipment,Male,59,Married,Other
Golf Equipment,Male,59,Married,Other
Camping Equipment,Female,20,Single,Other
Camping Equipment,Female,20,Single,Other
Personal Accessories,Male,36,Married,Other
Personal Accessories,Female,48,Married,Sales
Camping Equipment,Female,40,Married,Other
Camping Equipment,Male,42,Married,Trades
Personal Accessories,Female,63,Married,Other
Personal Accessories,Female,28,Married,Other
Personal Accessories,Female,24,Single,Retail
Personal Accessories,Male,43,Married,Professional
Personal Accessories,Male,43,Married,Professional
Camping Equipment,Male,38,Married,Other
Camping Equipment,Male,38,Married,Other
Camping Equipment,Male,38,Married,Other
Mountaineering Equipment,Female,25,Married,Other
Golf Equipment,Male,51,Married,Professional
Golf Equipment,Male,51,Married,Professional
Golf Equipment,Male,51,Married,Professional
Personal Accessories,Female,29,Single,Other
Camping Equipment,Male,32,Married,Executive
Personal Accessories,Female,42,Married,Retail
Personal Accessories,Female,48,Married,Professional
Golf Equipment,Male,25,Single,Other
Personal Accessories,Female,43,Unspecified,Sales
Golf Equipment,Male,46,Married,Retired
Golf Equipment,Male,46,Married,Retired
Golf Equipment,Male,46,Married,Retired
Personal Accessories,Male,46,Married,Retired
Personal Accessories,Female,62,Married,Other
Camping Equipment,Male,22,Single,Other
Camping Equipment,Male,22,Single,Other
Personal Accessories,Female,32,Single,Professional
Personal Accessories,Male,27,Single,Sales
Outdoor Protection,Female,47,Married,Retired
Personal Accessories,Male,30,Married,Sales
Mountaineering Equipment,Male,30,Married,Sales
Personal Accessories,Female,19,Single,Other
Personal Accessories,Female,20,Single,Sales
Personal Accessories,Male,36,Married,Professional
Mountaineering Equipment,Male,29,Single,Trades
Golf Equipment,Female,57,Married,Other
Golf Equipment,Female,57,Married,Other
Personal Accessories,Female,28,Single,Other
Personal Accessories,Female,31,Single,Professional
Personal Accessories,Female,26,Single,Student
Mountaineering Equipment,Male,21,Single,Sales
Camping Equipment,Female,29,Single,Student
Camping Equipment,Female,29,Single,Student
Personal Accessories,Male,23,Single,Student
Golf Equipment,Male,41,Married,Other
Golf Equipment,Male,41,Married,Other
Personal Accessories,Female,39,Unspecified,Hospitality
Outdoor Protection,Female,39,Unspecified,Hospitality
Camping Equipment,Male,40,Married,Sales
Camping Equipment,Male,40,Married,Sales
Camping Equipment,Female,37,Married,Executive
Camping Equipment,Female,37,Married,Executive
Personal Accessories,Male,31,Married,Professional
Personal Accessories,Male,19,Single,Student
Camping Equipment,Male,20,Single,Professional
Personal Accessories,Female,66,Married,Retired
Camping Equipment,Female,47,Married,Executive
Personal Accessories,Female,27,Single,Other
Mountaineering Equipment,Male,33,Single,Professional
Mountaineering Equipment,Male,33,Single,Professional
Personal Accessories,Female,26,Single,Other
Personal Accessories,Female,42,Married,Other
Outdoor Protection,Female,42,Married,Other
Personal Accessories,Female,25,Single,Other
Personal Accessories,Female,39,Married,Other
Outdoor Protection,Female,39,Married,Other
Camping Equipment,Female,39,Single,Retail
Outdoor Protection,Female,39,Single,Retail
Personal Accessories,Female,39,Single,Retail
Camping Equipment,Male,27,Single,Sales
Personal Accessories,Female,19,Single,Professional
Camping Equipment,Female,19,Single,Professional
Personal Accessories,Female,22,Single,Student
Mountaineering Equipment,Female,39,Married,Other
Personal Accessories,Female,39,Married,Other
Personal Accessories,Female,23,Single,Retail
Personal Accessories,Male,25,Married,Professional
Personal Accessories,Female,29,Single,Other
Camping Equipment,Male,43,Married,Sales
Camping Equipment,Male,36,Single,Other
Personal Accessories,Male,36,Single,Other
Golf Equipment,Male,36,Single,Other
Mountaineering Equipment,Male,35,Single,Executive
Mountaineering Equipment,Female,19,Single,Student
Personal Accessories,Female,19,Single,Student
Personal Accessories,Female,25,Single,Sales
Camping Equipment,Male,38,Married,Other
Outdoor Protection,Male,38,Married,Other
Personal Accessories,Female,20,Single,Other
Mountaineering Equipment,Male,39,Single,Professional
Camping Equipment,Male,39,Single,Professional
Outdoor Protection,Female,23,Married,Other
Camping Equipment,Female,38,Married,Other
Personal Accessories,Male,38,Single,Executive
Personal Accessories,Male,38,Single,Executive
Personal Accessories,Male,38,Single,Executive
Camping Equipment,Male,38,Married,Other
Camping Equipment,Female,42,Unspecified,Hospitality
Camping Equipment,Female,24,Married,Retail
Golf Equipment,Female,44,Married,Hospitality
Golf Equipment,Female,44,Married,Hospitality
Golf Equipment,Female,44,Married,Hospitality
Camping Equipment,Male,41,Married,Trades
Camping Equipment,Male,41,Married,Trades
Camping Equipment,Male,41,Married,Trades
Camping Equipment,Male,41,Married,Trades
Personal Accessories,Female,25,Married,Sales
Golf Equipment,Male,54,Married,Professional
Golf Equipment,Male,51,Married,Retired
Golf Equipment,Male,51,Married,Retired
Personal Accessories,Female,31,Married,Other
Personal Accessories,Female,25,Married,Other
Camping Equipment,Male,20,Single,Other
Camping Equipment,Male,20,Single,Other
Mountaineering Equipment,Female,37,Unspecified,Other
Mountaineering Equipment,Female,37,Unspecified,Other
Personal Accessories,Female,29,Single,Retail
Golf Equipment,Male,40,Unspecified,Other
Personal Accessories,Male,40,Unspecified,Other
Personal Accessories,Female,33,Married,Other
Golf Equipment,Female,49,Married,Executive
Personal Accessories,Female,49,Married,Executive
Camping Equipment,Female,49,Married,Executive
Mountaineering Equipment,Male,21,Single,Trades
Personal Accessories,Male,21,Single,Trades
Camping Equipment,Female,49,Married,Hospitality
Camping Equipment,Female,49,Married,Hospitality
Mountaineering Equipment,Male,30,Single,Other
Outdoor Protection,Male,20,Single,Sales
Mountaineering Equipment,Male,24,Single,Retail
Mountaineering Equipment,Male,24,Single,Retail
Mountaineering Equipment,Male,30,Single,Other
Camping Equipment,Male,33,Single,Trades
Outdoor Protection,Male,33,Single,Trades
Camping Equipment,Male,25,Single,Sales
Mountaineering Equipment,Female,36,Unspecified,Professional
Mountaineering Equipment,Female,36,Unspecified,Professional
Camping Equipment,Female,28,Single,Other
Camping Equipment,Female,44,Married,Other
Personal Accessories,Male,43,Single,Sales
Personal Accessories,Male,33,Married,Professional
Camping Equipment,Male,42,Married,Executive
Personal Accessories,Male,26,Single,Other
Personal Accessories,Male,18,Single,Student
Personal Accessories,Female,29,Single,Retail
Camping Equipment,Male,43,Married,Sales
Camping Equipment,Male,36,Married,Other
Outdoor Protection,Male,36,Married,Other
Camping Equipment,Male,43,Married,Other
Personal Accessories,Female,28,Single,Professional
Camping Equipment,Female,29,Single,Other
Mountaineering Equipment,Male,41,Single,Executive
Mountaineering Equipment,Male,41,Single,Executive
Mountaineering Equipment,Male,41,Single,Executive
Camping Equipment,Male,36,Married,Sales
Camping Equipment,Male,36,Married,Sales
Camping Equipment,Male,36,Married,Sales
Golf Equipment,Male,52,Married,Professional
Golf Equipment,Male,52,Married,Professional
Mountaineering Equipment,Male,24,Single,Sales
Camping Equipment,Male,24,Single,Sales
Personal Accessories,Male,49,Unspecified,Trades
Personal Accessories,Male,49,Unspecified,Trades
Camping Equipment,Female,34,Married,Other
Camping Equipment,Female,34,Married,Other
Camping Equipment,Female,34,Married,Other
Camping Equipment,Female,22,Single,Hospitality
Camping Equipment,Male,24,Single,Trades
Personal Accessories,Female,49,Married,Professional
Mountaineering Equipment,Male,24,Single,Student
Mountaineering Equipment,Male,24,Single,Student
Camping Equipment,Male,37,Married,Sales
Personal Accessories,Female,25,Married,Executive
Camping Equipment,Female,34,Married,Hospitality
Camping Equipment,Male,42,Married,Trades
Camping Equipment,Male,34,Married,Other
Golf Equipment,Male,41,Married,Trades
Camping Equipment,Male,32,Married,Sales
Camping Equipment,Male,25,Married,Other
Camping Equipment,Male,25,Married,Other
Camping Equipment,Male,23,Single,Other
Camping Equipment,Female,37,Married,Other
Personal Accessories,Female,46,Unspecified,Hospitality
Personal Accessories,Female,46,Unspecified,Hospitality
Personal Accessories,Female,46,Unspecified,Hospitality
Camping Equipment,Female,46,Unspecified,Hospitality
Golf Equipment,Female,46,Unspecified,Hospitality
Personal Accessories,Female,46,Unspecified,Hospitality
Personal Accessories,Female,34,Single,Other
Mountaineering Equipment,Male,21,Single,Sales
Camping Equipment,Male,37,Unspecified,Sales
Personal Accessories,Female,27,Single,Other
Personal Accessories,Male,20,Single,Professional
Personal Accessories,Female,55,Married,Other
Camping Equipment,Male,42,Married,Sales
Camping Equipment,Male,40,Married,Other
Mountaineering Equipment,Female,34,Married,Other
Mountaineering Equipment,Female,34,Married,Other
Mountaineering Equipment,Female,34,Married,Other
Mountaineering Equipment,Male,27,Single,Other
Mountaineering Equipment,Male,27,Single,Other
Outdoor Protection,Female,62,Married,Retired
Camping Equipment,Male,24,Single,Trades
Camping Equipment,Male,24,Single,Trades
Personal Accessories,Male,29,Married,Other
Personal Accessories,Female,26,Single,Professional
Personal Accessories,Female,34,Married,Executive
Camping Equipment,Male,28,Married,Sales
Personal Accessories,Male,28,Married,Sales
Personal Accessories,Female,20,Married,Retail
Camping Equipment,Female,41,Unspecified,Hospitality
Personal Accessories,Male,22,Single,Sales
Mountaineering Equipment,Male,42,Single,Other
Camping Equipment,Male,44,Married,Other
Outdoor Protection,Male,32,Married,Trades
Golf Equipment,Male,32,Married,Trades
Personal Accessories,Female,51,Married,Other
Camping Equipment,Male,32,Single,Executive
Personal Accessories,Male,44,Married,Other
Personal Accessories,Female,42,Married,Other
Camping Equipment,Male,38,Married,Executive
Camping Equipment,Male,38,Married,Executive
Personal Accessories,Male,26,Single,Other
Mountaineering Equipment,Male,39,Single,Executive
Mountaineering Equipment,Male,39,Single,Executive
Mountaineering Equipment,Male,39,Single,Executive
Camping Equipment,Male,39,Single,Executive
Mountaineering Equipment,Male,40,Single,Sales
Personal Accessories,Male,40,Single,Sales
Mountaineering Equipment,Male,43,Single,Other
Camping Equipment,Male,42,Married,Sales
Camping Equipment,Male,42,Married,Sales
Camping Equipment,Male,43,Married,Trades
Personal Accessories,Female,47,Married,Sales
Personal Accessories,Male,28,Single,Sales
Personal Accessories,Female,27,Single,Professional
Camping Equipment,Female,29,Single,Other
Personal Accessories,Female,41,Married,Other
Camping Equipment,Female,41,Married,Other
Golf Equipment,Female,54,Married,Other
Camping Equipment,Female,33,Married,Other
Camping Equipment,Male,28,Single,Other
Camping Equipment,Male,28,Single,Other
Camping Equipment,Female,31,Married,Hospitality
Camping Equipment,Male,34,Married,Other
Camping Equipment,Male,34,Married,Other
Camping Equipment,Female,42,Married,Other
Camping Equipment,Female,42,Married,Other
Mountaineering Equipment,Female,42,Married,Other
Mountaineering Equipment,Male,19,Single,Retail
Camping Equipment,Male,19,Single,Retail
Camping Equipment,Male,19,Single,Retail
Camping Equipment,Male,19,Single,Retail
Mountaineering Equipment,Female,22,Single,Other
Camping Equipment,Female,31,Married,Executive
Camping Equipment,Female,31,Married,Executive
Camping Equipment,Female,31,Married,Executive
Camping Equipment,Female,31,Married,Executive
Personal Accessories,Female,55,Married,Other
Golf Equipment,Male,48,Married,Other
Golf Equipment,Male,48,Married,Other
Camping Equipment,Male,29,Single,Other
Camping Equipment,Male,29,Single,Other
Personal Accessories,Female,29,Married,Executive
Personal Accessories,Female,26,Single,Retail
Camping Equipment,Male,23,Single,Sales
Personal Accessories,Female,29,Single,Professional
Personal Accessories,Female,29,Single,Professional
Mountaineering Equipment,Male,25,Single,Retail
Personal Accessories,Female,61,Married,Other
Camping Equipment,Female,49,Married,Hospitality
Camping Equipment,Female,49,Married,Hospitality
Mountaineering Equipment,Male,38,Married,Other
Mountaineering Equipment,Male,38,Married,Other
